"medcodeid"	"term"	"originalreadcode"	"snomedctconceptid"	"snomedctdescriptionid"	"release"	"readcode"	"newcat"
"940651000006119"	"refer to doctor regarding substance use"	"HMPNQRE2"	"940651000006103"	"940651000006119"	""	""	"Drug misuse"
"940671000006112"	"refer to drugs service"	"HMPNQRE4"	"940671000006108"	"940671000006112"	""	""	"Drug misuse"
"940761000006114"	"substance use"	"HMPNQSU1"	"940761000006105"	"940761000006114"	""	""	"Drug misuse"
"940781000006116"	"evidence of alcohol withdrawal"	"HMPNQEV1"	"940781000006100"	"940781000006116"	""	""	"Alcohol misuse"
"940791000006118"	"substance use - drugs used within the past month"	"HMPNQSU2"	"940791000006102"	"940791000006118"	""	""	"Drug misuse"
"958911000006110"	"substance use"	"EMISCSU1"	"958911000006106"	"958911000006110"	""	""	"Drug misuse"
"961001000006113"	"substance use cessation"	"EMISCSU2"	"961001000006109"	"961001000006113"	""	""	"Drug misuse"
"961561000006116"	"abuses over-the-counter/illicit drugs"	"EMISCAB15"	"961561000006100"	"961561000006116"	""	""	"Drug misuse"
"961571000006111"	"excessive use of alcohol"	"EMISCAB16"	"961571000006107"	"961571000006111"	""	""	"Alcohol misuse"
"968421000006117"	"referral to national drug treatment monitoring system"	"EMISNQRE19"	"968421000006101"	"968421000006117"	""	""	"Drug misuse"
"968431000006119"	"national drug treatment monitoring system(ndtms)administration"	"EMISNQNA1"	"968431000006103"	"968431000006119"	""	""	"Drug misuse"
"968461000006111"	"referred by syringe exchange"	"EMISNQRE22"	"968461000006107"	"968461000006111"	""	""	"Drug misuse"
"968581000006119"	"discharged from national drug treatment monitoring system(ndtms)"	"EMISNQDI5"	"968581000006103"	"968581000006119"	""	""	"Drug misuse"
"968631000006116"	"substance misuse of amphetamines"	"EMISNQND8"	"968631000006100"	"968631000006116"	""	""	"Drug misuse"
"968651000006111"	"substance misuse of cannabis"	"EMISNQND9"	"968651000006107"	"968651000006111"	""	""	"Drug misuse"
"968671000006118"	"currently injecting drugs"	"EMISNQCU1"	"968671000006102"	"968671000006118"	""	""	"Drug misuse"
"968681000006115"	"misuse of cannabis unspecified"	"EMISNQMI5"	"968681000006104"	"968681000006115"	""	""	"Drug misuse"
"968691000006117"	"misuse of cannabis herbal"	"EMISNQMI6"	"968691000006101"	"968691000006117"	""	""	"Drug misuse"
"968711000006119"	"misuse of cannabis resin"	"EMISNQMI7"	"968711000006103"	"968711000006119"	""	""	"Drug misuse"
"968721000006110"	"misuse of cannabis oil"	"EMISNQMI8"	"968721000006106"	"968721000006110"	""	""	"Drug misuse"
"968731000006113"	"misuse of cannabis herbal (skunk)"	"EMISNQMI9"	"968731000006109"	"968731000006113"	""	""	"Drug misuse"
"968741000006115"	"substance misuse of heroin"	"EMISNQND10"	"968741000006104"	"968741000006115"	""	""	"Drug misuse"
"968751000006118"	"substance misuse of solvents"	"EMISNQND11"	"968751000006102"	"968751000006118"	""	""	"Drug misuse"
"968761000006116"	"misuse of heroin illicit"	"EMISNQMI10"	"968761000006100"	"968761000006116"	""	""	"Drug misuse"
"968771000006111"	"misuse of diamorphine"	"EMISNQMI11"	"968771000006107"	"968771000006111"	""	""	"Drug misuse"
"968791000006112"	"misuse of diamorphine hydrochl elixir"	"EMISNQMI12"	"968791000006108"	"968791000006112"	""	""	"Drug misuse"
"968811000006111"	"misuse of diamorphine hydrochl amps"	"EMISNQMI13"	"968811000006107"	"968811000006111"	""	""	"Drug misuse"
"968821000006115"	"misuse of diamorphine hydrochl reefers"	"EMISNQMI14"	"968821000006104"	"968821000006115"	""	""	"Drug misuse"
"968841000006110"	"substance misuse of methadone"	"EMISNQND14"	"968841000006106"	"968841000006110"	""	""	"Drug misuse"
"968871000006119"	"misuse of methadone unspecified"	"EMISNQMI15"	"968871000006103"	"968871000006119"	""	""	"Drug misuse"
"968901000006119"	"misuse of methadone mixture"	"EMISNQMI16"	"968901000006103"	"968901000006119"	""	""	"Drug misuse"
"968931000006110"	"misuse of methadone linctus"	"EMISNQMI17"	"968931000006106"	"968931000006110"	""	""	"Drug misuse"
"968951000006115"	"misuse of methadone tablets"	"EMISNQMI18"	"968951000006104"	"968951000006115"	""	""	"Drug misuse"
"968961000006118"	"misuse of methadone amps"	"EMISNQMI19"	"968961000006102"	"968961000006118"	""	""	"Drug misuse"
"968981000006111"	"misuse of methadone suppositories"	"EMISNQMI20"	"968981000006107"	"968981000006111"	""	""	"Drug misuse"
"969001000006114"	"substance misuse of other opiates"	"EMISNQND15"	"969001000006105"	"969001000006114"	""	""	"Drug misuse"
"969011000006112"	"misuse of opiates unspecified"	"EMISNQMI21"	"969011000006108"	"969011000006112"	""	""	"Drug misuse"
"969021000006116"	"misuse of morphine sulphate"	"EMISNQMI22"	"969021000006100"	"969021000006116"	""	""	"Drug misuse"
"969041000006111"	"misuse of opium"	"EMISNQMI23"	"969041000006107"	"969041000006111"	""	""	"Drug misuse"
"969051000006113"	"misuse of dihydrocodeine"	"EMISNQMI24"	"969051000006109"	"969051000006113"	""	""	"Drug misuse"
"969061000006110"	"misuse of dextromoramide"	"EMISNQMI25"	"969061000006106"	"969061000006110"	""	""	"Drug misuse"
"969071000006115"	"misuse of dipianone"	"EMISNQMI26"	"969071000006104"	"969071000006115"	""	""	"Drug misuse"
"969081000006117"	"misuse of pethidine"	"EMISNQMI27"	"969081000006101"	"969081000006117"	""	""	"Drug misuse"
"969091000006119"	"misuse of morphine sulphate amps"	"EMISNQMI28"	"969091000006103"	"969091000006119"	""	""	"Drug misuse"
"969101000006113"	"misuse of hydromorphone"	"EMISNQMI29"	"969101000006109"	"969101000006113"	""	""	"Drug misuse"
"969111000006111"	"misuse of oxymorphone"	"EMISNQMI30"	"969111000006107"	"969111000006111"	""	""	"Drug misuse"
"969121000006115"	"misuse of anileridine"	"EMISNQMI31"	"969121000006104"	"969121000006115"	""	""	"Drug misuse"
"969131000006117"	"misuse of hydrocodone"	"EMISNQMI32"	"969131000006101"	"969131000006117"	""	""	"Drug misuse"
"969141000006110"	"misuse of oxycodone"	"EMISNQMI33"	"969141000006106"	"969141000006110"	""	""	"Drug misuse"
"969151000006112"	"misuse of ethoheptazine"	"EMISNQMI34"	"969151000006108"	"969151000006112"	""	""	"Drug misuse"
"969161000006114"	"misuse of fentanyl"	"EMISNQMI35"	"969161000006105"	"969161000006114"	""	""	"Drug misuse"
"969171000006119"	"misuse of levorphanol"	"EMISNQMI36"	"969171000006103"	"969171000006119"	""	""	"Drug misuse"
"969181000006116"	"misuse of phenoperidine"	"EMISNQMI37"	"969181000006100"	"969181000006116"	""	""	"Drug misuse"
"969191000006118"	"misuse of phenazocine"	"EMISNQMI38"	"969191000006102"	"969191000006118"	""	""	"Drug misuse"
"969201000006115"	"misuse of papaveretum"	"EMISNQMI39"	"969201000006104"	"969201000006115"	""	""	"Drug misuse"
"969211000006117"	"misuse of meptazinol"	"EMISNQMI40"	"969211000006101"	"969211000006117"	""	""	"Drug misuse"
"969221000006113"	"misuse of piritramide"	"EMISNQMI41"	"969221000006109"	"969221000006113"	""	""	"Drug misuse"
"969231000006111"	"misuse of codeine tablets"	"EMISNQMI42"	"969231000006107"	"969231000006111"	""	""	"Drug misuse"
"969241000006118"	"misuse of tramadol hydrochloride"	"EMISNQMI43"	"969241000006102"	"969241000006118"	""	""	"Drug misuse"
"969251000006116"	"misuse of dextropropoxyphene"	"EMISNQMI44"	"969251000006100"	"969251000006116"	""	""	"Drug misuse"
"969261000006119"	"misuse of opiate containing mixture"	"EMISNQMI45"	"969261000006103"	"969261000006119"	""	""	"Drug misuse"
"969271000006114"	"misuse of codeine linctus"	"EMISNQMI46"	"969271000006105"	"969271000006114"	""	""	"Drug misuse"
"969281000006112"	"misuse of pentazocine"	"EMISNQMI47"	"969281000006108"	"969281000006112"	""	""	"Drug misuse"
"969291000006110"	"misuse of buprenorphine"	"EMISNQMI48"	"969291000006106"	"969291000006110"	""	""	"Drug misuse"
"969301000006111"	"misuse of gee's linctus"	"EMISNQMI49"	"969301000006107"	"969301000006111"	""	""	"Drug misuse"
"969311000006114"	"misuse of codeine unspecified"	"EMISNQMI50"	"969311000006105"	"969311000006114"	""	""	"Drug misuse"
"969321000006118"	"misuse of collis-brown"	"EMISNQMI51"	"969321000006102"	"969321000006118"	""	""	"Drug misuse"
"969331000006115"	"misuse of opiate compound analgesics"	"EMISNQMI52"	"969331000006104"	"969331000006115"	""	""	"Drug misuse"
"969341000006113"	"misuse of nalbuphine"	"EMISNQMI53"	"969341000006109"	"969341000006113"	""	""	"Drug misuse"
"969351000006110"	"misuse of phensedyl"	"EMISNQMI54"	"969351000006106"	"969351000006110"	""	""	"Drug misuse"
"969361000006112"	"misuse of alphaprodine"	"EMISNQMI55"	"969361000006108"	"969361000006112"	""	""	"Drug misuse"
"969371000006117"	"misuse of actifed"	"EMISNQMI56"	"969371000006101"	"969371000006117"	""	""	"Drug misuse"
"969381000006119"	"misuse of kaolin and morphine"	"EMISNQMI57"	"969381000006103"	"969381000006119"	""	""	"Drug misuse"
"969391000006116"	"misuse of other opiates"	"EMISNQMI58"	"969391000006100"	"969391000006116"	""	""	"Drug misuse"
"969401000006119"	"substance misuse of benzodiazepines"	"EMISNQND16"	"969401000006103"	"969401000006119"	""	""	"Drug misuse"
"969411000006116"	"misuse of benzodiazepines unspecified"	"EMISNQMI59"	"969411000006100"	"969411000006116"	""	""	"Drug misuse"
"969421000006112"	"misuse of diazepam"	"EMISNQMI60"	"969421000006108"	"969421000006112"	""	""	"Drug misuse"
"969431000006110"	"misuse of chlordiazepoxide"	"EMISNQMI61"	"969431000006106"	"969431000006110"	""	""	"Drug misuse"
"969441000006117"	"misuse of nitrazepam"	"EMISNQMI62"	"969441000006101"	"969441000006117"	""	""	"Drug misuse"
"969451000006115"	"misuse of lorazepam"	"EMISNQMI63"	"969451000006104"	"969451000006115"	""	""	"Drug misuse"
"969461000006118"	"misuse of clobazam"	"EMISNQMI64"	"969461000006102"	"969461000006118"	""	""	"Drug misuse"
"969471000006113"	"misuse of clorazepate"	"EMISNQMI65"	"969471000006109"	"969471000006113"	""	""	"Drug misuse"
"969481000006111"	"misuse of ketazolam"	"EMISNQMI66"	"969481000006107"	"969481000006111"	""	""	"Drug misuse"
"969491000006114"	"misuse of medazepam"	"EMISNQMI67"	"969491000006105"	"969491000006114"	""	""	"Drug misuse"
"969501000006118"	"misuse of oxazepam"	"EMISNQMI68"	"969501000006102"	"969501000006118"	""	""	"Drug misuse"
"969511000006115"	"misuse of lurazepam"	"EMISNQMI69"	"969511000006104"	"969511000006115"	""	""	"Drug misuse"
"969521000006111"	"misuse of temazepam"	"EMISNQMI70"	"969521000006107"	"969521000006111"	""	""	"Drug misuse"
"969531000006114"	"misuse of bromazepam"	"EMISNQMI71"	"969531000006105"	"969531000006114"	""	""	"Drug misuse"
"969541000006116"	"misuse of triazolam"	"EMISNQMI72"	"969541000006100"	"969541000006116"	""	""	"Drug misuse"
"969551000006119"	"misuse of lormetazepam"	"EMISNQMI73"	"969551000006103"	"969551000006119"	""	""	"Drug misuse"
"969561000006117"	"misuse of flunitrazepam"	"EMISNQMI74"	"969561000006101"	"969561000006117"	""	""	"Drug misuse"
"969571000006112"	"misuse of prazepam"	"EMISNQMI75"	"969571000006108"	"969571000006112"	""	""	"Drug misuse"
"969581000006110"	"misuse of chlormezanone"	"EMISNQMI76"	"969581000006106"	"969581000006110"	""	""	"Drug misuse"
"969591000006113"	"misuse of loprazolam"	"EMISNQMI77"	"969591000006109"	"969591000006113"	""	""	"Drug misuse"
"969601000006117"	"misuse of alprazolam"	"EMISNQMI78"	"969601000006101"	"969601000006117"	""	""	"Drug misuse"
"969611000006119"	"misuse of amphetamine sulphate"	"EMISNQMI79"	"969611000006103"	"969611000006119"	""	""	"Drug misuse"
"969621000006110"	"misuse of amphetamine (pharmaceutical)"	"EMISNQMI80"	"969621000006106"	"969621000006110"	""	""	"Drug misuse"
"969631000006113"	"misuse of methamphetamine"	"EMISNQMI81"	"969631000006109"	"969631000006113"	""	""	"Drug misuse"
"969641000006115"	"misuse of dexamphetamine (dexadrine)"	"EMISNQMI82"	"969641000006104"	"969641000006115"	""	""	"Drug misuse"
"969651000006118"	"misuse of dexamphetamine linctus/syrup"	"EMISNQMI83"	"969651000006102"	"969651000006118"	""	""	"Drug misuse"
"969661000006116"	"misuse of clonazepam"	"EMISNQMI84"	"969661000006100"	"969661000006116"	""	""	"Drug misuse"
"969671000006111"	"misuse of midazolam"	"EMISNQMI85"	"969671000006107"	"969671000006111"	""	""	"Drug misuse"
"969681000006114"	"misuse of dexamphetamine reefers"	"EMISNQMI86"	"969681000006105"	"969681000006114"	""	""	"Drug misuse"
"969691000006112"	"misuse of methamphetamine amps"	"EMISNQMI87"	"969691000006108"	"969691000006112"	""	""	"Drug misuse"
"969701000006112"	"substance misuse of ecstasy"	"EMISNQND17"	"969701000006108"	"969701000006112"	""	""	"Drug misuse"
"969711000006110"	"substance misuse of cocaine"	"EMISNQND18"	"969711000006106"	"969711000006110"	""	""	"Drug misuse"
"969721000006119"	"misuse of mdma"	"EMISNQMI88"	"969721000006103"	"969721000006119"	""	""	"Drug misuse"
"969731000006116"	"misuse of methylenedioxyamphetamine"	"EMISNQMI89"	"969731000006100"	"969731000006116"	""	""	"Drug misuse"
"969741000006114"	"substance misuse of crack"	"EMISNQND19"	"969741000006105"	"969741000006114"	""	""	"Drug misuse"
"969751000006111"	"misuse of solvents unspecified"	"EMISNQMI90"	"969751000006107"	"969751000006111"	""	""	"Drug misuse"
"969761000006113"	"misuse of cocaine unspecified"	"EMISNQMI91"	"969761000006109"	"969761000006113"	""	""	"Drug misuse"
"969771000006118"	"misuse of cocaine hydrochloride"	"EMISNQMI92"	"969771000006102"	"969771000006118"	""	""	"Drug misuse"
"969781000006115"	"misuse of cocaine freebase (crack)"	"EMISNQMI93"	"969781000006104"	"969781000006115"	""	""	"Drug misuse"
"969791000006117"	"substance misuse of hallucinogens"	"EMISNQND20"	"969791000006101"	"969791000006117"	""	""	"Drug misuse"
"969801000006116"	"misuse of hallucinogens unspecified"	"EMISNQMI94"	"969801000006100"	"969801000006116"	""	""	"Drug misuse"
"969811000006118"	"misuse of toluene (glue)"	"EMISNQMI95"	"969811000006102"	"969811000006118"	""	""	"Drug misuse"
"969821000006114"	"misuse of mescaline"	"EMISNQMI96"	"969821000006105"	"969821000006114"	""	""	"Drug misuse"
"969831000006112"	"misuse of butane"	"EMISNQMI97"	"969831000006108"	"969831000006112"	""	""	"Drug misuse"
"969841000006119"	"misuse of psiloybin"	"EMISNQMI98"	"969841000006103"	"969841000006119"	""	""	"Drug misuse"
"969851000006117"	"misuse of amyl nitrate"	"EMISNQMI99"	"969851000006101"	"969851000006117"	""	""	"Drug misuse"
"969861000006115"	"misuse of lysergide (lsd)"	"EMISNQMI100"	"969861000006104"	"969861000006115"	""	""	"Drug misuse"
"969871000006110"	"misuse of acetone"	"EMISNQMI101"	"969871000006106"	"969871000006110"	""	""	"Drug misuse"
"969881000006113"	"misuse of phencyclidine"	"EMISNQMI102"	"969881000006109"	"969881000006113"	""	""	"Drug misuse"
"969891000006111"	"misuse of fluorocarbons"	"EMISNQMI103"	"969891000006107"	"969891000006111"	""	""	"Drug misuse"
"969901000006110"	"misuse of trichloroethylene"	"EMISNQMI104"	"969901000006106"	"969901000006110"	""	""	"Drug misuse"
"969911000006113"	"substance misuse of barbiturates"	"EMISNQND21"	"969911000006109"	"969911000006113"	""	""	"Drug misuse"
"969921000006117"	"misuse of barbiturates unspecified"	"EMISNQMI105"	"969921000006101"	"969921000006117"	""	""	"Drug misuse"
"969931000006119"	"misuse of amylobarbitone"	"EMISNQMI106"	"969931000006103"	"969931000006119"	""	""	"Drug misuse"
"969941000006112"	"misuse of pentabarbitone"	"EMISNQMI107"	"969941000006108"	"969941000006112"	""	""	"Drug misuse"
"969951000006114"	"misuse of quinalbarbitone"	"EMISNQMI108"	"969951000006105"	"969951000006114"	""	""	"Drug misuse"
"969961000006111"	"misuse of phenobarbitone"	"EMISNQMI109"	"969961000006107"	"969961000006111"	""	""	"Drug misuse"
"969971000006116"	"misuse of ketamine"	"EMISNQMI110"	"969971000006100"	"969971000006116"	""	""	"Drug misuse"
"969981000006118"	"misuse of amphetamines unspecified"	"EMISNQMI111"	"969981000006102"	"969981000006118"	""	""	"Drug misuse"
"969991000006115"	"substance misuse of other drugs"	"EMISNQND22"	"969991000006104"	"969991000006115"	""	""	"Drug misuse"
"970001000006111"	"misuse of sedatives unspecified"	"EMISNQMI112"	"970001000006107"	"970001000006111"	""	""	"Drug misuse"
"970011000006114"	"misuse of anti-histamines unspecified"	"EMISNQMI113"	"970011000006105"	"970011000006114"	""	""	"Drug misuse"
"970021000006118"	"misuse of hydroxyzine"	"EMISNQMI114"	"970021000006102"	"970021000006118"	""	""	"Drug misuse"
"970031000006115"	"misuse of cyclizine"	"EMISNQMI115"	"970031000006104"	"970031000006115"	""	""	"Drug misuse"
"970041000006113"	"misuse of promethazine"	"EMISNQMI116"	"970041000006109"	"970041000006113"	""	""	"Drug misuse"
"970051000006110"	"misuse of non-barb/benzo sedatives unsp"	"EMISNQMI117"	"970051000006106"	"970051000006110"	""	""	"Drug misuse"
"970061000006112"	"misuse of methaqualone"	"EMISNQMI118"	"970061000006108"	"970061000006112"	""	""	"Drug misuse"
"970071000006117"	"misuse of chlormethiazole"	"EMISNQMI119"	"970071000006101"	"970071000006117"	""	""	"Drug misuse"
"970081000006119"	"misuse of meprobamate"	"EMISNQMI120"	"970081000006103"	"970081000006119"	""	""	"Drug misuse"
"970091000006116"	"misuse of zopliclone"	"EMISNQMI121"	"970091000006100"	"970091000006116"	""	""	"Drug misuse"
"970101000006110"	"misuse of butobarbitone"	"EMISNQMI122"	"970101000006106"	"970101000006110"	""	""	"Drug misuse"
"970111000006113"	"misuse of zolpidem tartrate"	"EMISNQMI123"	"970111000006109"	"970111000006113"	""	""	"Drug misuse"
"970121000006117"	"misuse of heptabarbitone"	"EMISNQMI124"	"970121000006101"	"970121000006117"	""	""	"Drug misuse"
"970131000006119"	"misuse of propranolol"	"EMISNQMI125"	"970131000006103"	"970131000006119"	""	""	"Drug misuse"
"970141000006112"	"misuse of chloral derivatives"	"EMISNQMI126"	"970141000006108"	"970141000006112"	""	""	"Drug misuse"
"970151000006114"	"misuse of glutethimide"	"EMISNQMI127"	"970151000006105"	"970151000006114"	""	""	"Drug misuse"
"970161000006111"	"misuse of cyclobarbitone"	"EMISNQMI128"	"970161000006107"	"970161000006111"	""	""	"Drug misuse"
"970171000006116"	"misuse of mephenesin"	"EMISNQMI129"	"970171000006100"	"970171000006116"	""	""	"Drug misuse"
"970181000006118"	"misuse of hexobarbitone"	"EMISNQMI130"	"970181000006102"	"970181000006118"	""	""	"Drug misuse"
"970191000006115"	"misuse of methylpentylynol"	"EMISNQMI131"	"970191000006104"	"970191000006115"	""	""	"Drug misuse"
"970201000006117"	"misuse of barbitone unbranded"	"EMISNQMI132"	"970201000006101"	"970201000006117"	""	""	"Drug misuse"
"970211000006119"	"misuse of methylprylone"	"EMISNQMI133"	"970211000006103"	"970211000006119"	""	""	"Drug misuse"
"970221000006110"	"misuse of methylphenobarbitone"	"EMISNQMI134"	"970221000006106"	"970221000006110"	""	""	"Drug misuse"
"970231000006113"	"misuse of oxyprenolol hydrochloride"	"EMISNQMI135"	"970231000006109"	"970231000006113"	""	""	"Drug misuse"
"970241000006115"	"misuse of other sedatives"	"EMISNQMI136"	"970241000006104"	"970241000006115"	""	""	"Drug misuse"
"970251000006118"	"substance misuse of major tranquillisers"	"EMISNQND23"	"970251000006102"	"970251000006118"	""	""	"Drug misuse"
"970261000006116"	"misuse of major tranquillisers unspecified"	"EMISNQMI137"	"970261000006100"	"970261000006116"	""	""	"Drug misuse"
"970271000006111"	"misuse of chlorpromazine (largactyl)"	"EMISNQMI138"	"970271000006107"	"970271000006111"	""	""	"Drug misuse"
"970281000006114"	"substance misuse of anti-depressants"	"EMISNQND24"	"970281000006105"	"970281000006114"	""	""	"Drug misuse"
"970291000006112"	"misuse of anti-depressants unspecified"	"EMISNQMI139"	"970291000006108"	"970291000006112"	""	""	"Drug misuse"
"970301000006113"	"misuse of fluoxetine"	"EMISNQMI140"	"970301000006109"	"970301000006113"	""	""	"Drug misuse"
"970311000006111"	"misuse of amitriptyline"	"EMISNQMI141"	"970311000006107"	"970311000006111"	""	""	"Drug misuse"
"970321000006115"	"misuse of antabuse"	"EMISNQMI142"	"970321000006104"	"970321000006115"	""	""	"Drug misuse"
"970331000006117"	"misuse of dothepin hydrochloride"	"EMISNQMI143"	"970331000006101"	"970331000006117"	""	""	"Drug misuse"
"970341000006110"	"misuse of clonidine"	"EMISNQMI144"	"970341000006106"	"970341000006110"	""	""	"Drug misuse"
"970351000006112"	"misuse of lofepramine"	"EMISNQMI145"	"970351000006108"	"970351000006112"	""	""	"Drug misuse"
"970361000006114"	"misuse of paroxetine"	"EMISNQMI146"	"970361000006105"	"970361000006114"	""	""	"Drug misuse"
"970371000006119"	"misuse of lofexidine"	"EMISNQMI147"	"970371000006103"	"970371000006119"	""	""	"Drug misuse"
"970381000006116"	"misuse of steroids unspecified"	"EMISNQMI148"	"970381000006100"	"970381000006116"	""	""	"Drug misuse"
"970391000006118"	"substance misuse of alcohol"	"EMISNQND25"	"970391000006102"	"970391000006118"	""	""	"Alcohol misuse"
"970401000006116"	"misuse of mixture of alcohol"	"EMISNQMI149"	"970401000006100"	"970401000006116"	""	""	"Alcohol misuse"
"970411000006118"	"misuse of alcohol unspecified"	"EMISNQMI150"	"970411000006102"	"970411000006118"	""	""	"Alcohol misuse"
"970421000006114"	"misuse of nandrolone"	"EMISNQMI151"	"970421000006105"	"970421000006114"	""	""	"Drug misuse"
"970431000006112"	"misuse of beer or cider"	"EMISNQMI152"	"970431000006108"	"970431000006112"	""	""	"Drug misuse"
"970441000006119"	"misuse of stanozolol"	"EMISNQMI153"	"970441000006103"	"970441000006119"	""	""	"Drug misuse"
"970451000006117"	"misuse of testosterone & esters"	"EMISNQMI154"	"970451000006101"	"970451000006117"	""	""	"Drug misuse"
"970461000006115"	"misuse of wines and fortified wines"	"EMISNQMI155"	"970461000006104"	"970461000006115"	""	""	"Drug misuse"
"970471000006110"	"misuse of tetrecosactrin"	"EMISNQMI156"	"970471000006106"	"970471000006110"	""	""	"Drug misuse"
"970481000006113"	"misuse of antipsychotic unspecified"	"EMISNQMI157"	"970481000006109"	"970481000006113"	""	""	"Drug misuse"
"970491000006111"	"misuse of spirits"	"EMISNQMI158"	"970491000006107"	"970491000006111"	""	""	"Drug misuse"
"970501000006115"	"misuse of depixol"	"EMISNQMI159"	"970501000006104"	"970501000006115"	""	""	"Drug misuse"
"970511000006117"	"misuse of thioridazine"	"EMISNQMI160"	"970511000006101"	"970511000006117"	""	""	"Drug misuse"
"970521000006113"	"misuse of trifluoperazine"	"EMISNQMI161"	"970521000006109"	"970521000006113"	""	""	"Drug misuse"
"970531000006111"	"substance misuse of poly drug"	"EMISNQND26"	"970531000006107"	"970531000006111"	""	""	"Drug misuse"
"970541000006118"	"misuse of poly drug - no details"	"EMISNQMI162"	"970541000006102"	"970541000006118"	""	""	"Drug misuse"
"970551000006116"	"misuse of stimulants unspec"	"EMISNQMI163"	"970551000006100"	"970551000006116"	""	""	"Drug misuse"
"970561000006119"	"misuse of drinamyl"	"EMISNQMI164"	"970561000006103"	"970561000006119"	""	""	"Drug misuse"
"970571000006114"	"misuse of appetite suppressant"	"EMISNQMI165"	"970571000006105"	"970571000006114"	""	""	"Drug misuse"
"970581000006112"	"misuse of diethylproprion"	"EMISNQMI166"	"970581000006108"	"970581000006112"	""	""	"Drug misuse"
"970591000006110"	"misuse of phenmetrazine"	"EMISNQMI167"	"970591000006106"	"970591000006110"	""	""	"Drug misuse"
"970601000006119"	"misuse of fenfluoramine"	"EMISNQMI168"	"970601000006103"	"970601000006119"	""	""	"Drug misuse"
"970611000006116"	"misuse of mazindol"	"EMISNQMI169"	"970611000006100"	"970611000006116"	""	""	"Drug misuse"
"970621000006112"	"misuse of phenteramine"	"EMISNQMI170"	"970621000006108"	"970621000006112"	""	""	"Drug misuse"
"970631000006110"	"misuse of other stimulants"	"EMISNQMI171"	"970631000006106"	"970631000006110"	""	""	"Drug misuse"
"970641000006117"	"misuse of methylphenidate"	"EMISNQMI172"	"970641000006101"	"970641000006117"	""	""	"Drug misuse"
"970651000006115"	"misuse of pemoline"	"EMISNQMI173"	"970651000006104"	"970651000006115"	""	""	"Drug misuse"
"970661000006118"	"misuse of prolintane"	"EMISNQMI174"	"970661000006102"	"970661000006118"	""	""	"Drug misuse"
"970671000006113"	"misuse of fencamfamin"	"EMISNQMI175"	"970671000006109"	"970671000006113"	""	""	"Drug misuse"
"970681000006111"	"misuse of caffeine"	"EMISNQMI176"	"970681000006107"	"970681000006111"	""	""	"Drug misuse"
"970691000006114"	"misuse of khat"	"EMISNQMI177"	"970691000006105"	"970691000006114"	""	""	"Drug misuse"
"970701000006114"	"misuse of other psychoactive drugs unsp"	"EMISNQMI178"	"970701000006105"	"970701000006114"	""	""	"Drug misuse"
"970711000006112"	"misuse of procylidine hydrochloride"	"EMISNQMI179"	"970711000006108"	"970711000006112"	""	""	"Drug misuse"
"970721000006116"	"misuse of ghb/gbh"	"EMISNQMI180"	"970721000006100"	"970721000006116"	""	""	"Drug misuse"
"970731000006118"	"misuse of minor analgesics"	"EMISNQMI181"	"970731000006102"	"970731000006118"	""	""	"Drug misuse"
"970741000006111"	"misuse of anti-diarrhoea/anti-emetic"	"EMISNQMI182"	"970741000006107"	"970741000006111"	""	""	"Drug misuse"
"970751000006113"	"misuse of naltrexone"	"EMISNQMI183"	"970751000006109"	"970751000006113"	""	""	"Drug misuse"
"971061000006115"	"ndtms - route of administration of primary substance"	"EMISNQRO3"	"971061000006104"	"971061000006115"	""	""	"Drug misuse"
"974591000006115"	"substance use nos"	"EMISCSU7"	"974591000006104"	"974591000006115"	""	""	"Drug misuse"
"981831000006113"	"uses 'street'-recreational drugs"	"EMISCUS2"	"981831000006109"	"981831000006113"	""	""	"Drug misuse"
"982941000006116"	"substance use affects physical activity"	"EMISCSU8"	"982941000006100"	"982941000006116"	""	""	"Drug misuse"
"983101000006113"	"misuse of nicotine"	"EMISNQSU2"	"983101000006109"	"983101000006113"	""	""	"Drug misuse"
"983191000006118"	"ndtms - route of administration of additional substance"	"EMISNQND36"	"983191000006102"	"983191000006118"	""	""	"Drug misuse"
"987521000006119"	"drugs used within the past month - heroin"	"HMPNQDR1"	"987521000006103"	"987521000006119"	""	""	"Drug misuse"
"987541000006114"	"drugs used within the past month - benzodiazepines"	"HMPNQDR3"	"987541000006105"	"987541000006114"	""	""	"Drug misuse"
"987551000006111"	"drugs used within the past month - amphetamine"	"HMPNQDR4"	"987551000006107"	"987551000006111"	""	""	"Drug misuse"
"987561000006113"	"drugs used within the past month - cocaine"	"HMPNQDR5"	"987561000006109"	"987561000006113"	""	""	"Drug misuse"
"994461000006117"	"ndtms - age of first use of primary problem substance"	"EMISNQND39"	"994461000006101"	"994461000006117"	""	""	"Drug misuse"
"994471000006112"	"ndtms - drug treatment health care assessment"	"EMISNQND40"	"994471000006108"	"994471000006112"	""	""	"Drug misuse"
