"medcodeid"	"term"	"originalreadcode"	"snomedctconceptid"	"snomedctdescriptionid"	"release"	"readcode"	"newcat"
"1973041000006115"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly depressive symptoms"	"EMISICD10|F1654"	"1973041000006104"	"1973041000006115"	""	""	"Drug misuse"
"1973051000006118"	"mental & behav dis due to vol solvents: psychotic disordr, schizophrenia-like"	"EMISICD10|F1850"	"1973051000006102"	"1973051000006118"	""	""	"Drug misuse"
"1973061000006116"	"mental & behav dis due to hallucinogens: psychotic disord, predominantly manic symptoms"	"EMISICD10|F1655"	"1973061000006100"	"1973061000006116"	""	""	"Drug misuse"
"1973071000006111"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly delusional"	"EMISICD10|F1851"	"1973071000006107"	"1973071000006111"	""	""	"Drug misuse"
"1973081000006114"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly hallucinatory"	"EMISICD10|F1852"	"1973081000006105"	"1973081000006114"	""	""	"Drug misuse"
"1973091000006112"	"mental & behav dis due to hallucinogens: psychotic disord, mixed"	"EMISICD10|F1656"	"1973091000006108"	"1973091000006112"	""	""	"Drug misuse"
"1973101000006118"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly polymorphic"	"EMISICD10|F1853"	"1973101000006102"	"1973101000006118"	""	""	"Drug misuse"
"1973111000006115"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly depressive symptoms"	"EMISICD10|F1854"	"1973111000006104"	"1973111000006115"	""	""	"Drug misuse"
"1973121000006111"	"mental & behav dis due to vol solvents: psychotic disordr, predominantly manic symptoms"	"EMISICD10|F1855"	"1973121000006107"	"1973121000006111"	""	""	"Drug misuse"
"1973131000006114"	"mental & behav dis due to vol solvents: psychotic disordr, mixed"	"EMISICD10|F1856"	"1973131000006105"	"1973131000006114"	""	""	"Drug misuse"
"1973141000006116"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, flashbacks"	"EMISICD10|F1870"	"1973141000006100"	"1973141000006116"	""	""	"Drug misuse"
"1973151000006119"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, personality or behaviour disorder"	"EMISICD10|F1871"	"1973151000006103"	"1973151000006119"	""	""	"Drug misuse"
"1973161000006117"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, residual affective disorder"	"EMISICD10|F1872"	"1973161000006101"	"1973161000006117"	""	""	"Drug misuse"
"1973171000006112"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, dementia"	"EMISICD10|F1873"	"1973171000006108"	"1973171000006112"	""	""	"Drug misuse"
"1973181000006110"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, other persisting cognitive impairment"	"EMISICD10|F1874"	"1973181000006106"	"1973181000006110"	""	""	"Drug misuse"
"1973191000006113"	"mental and behav dis due to vol solvents: resid & late-onset psychotic dis, late-onset psychotic disorder"	"EMISICD10|F1875"	"1973191000006109"	"1973191000006113"	""	""	"Drug misuse"
"1973201000006111"	"mental and behav dis due to use cocaine: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1422"	"1973201000006107"	"1973201000006111"	""	""	"Drug misuse"
"1973211000006114"	"mental and behav dis due to use cocaine: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1423"	"1973211000006105"	"1973211000006114"	""	""	"Drug misuse"
"1973231000006115"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, uncomplicated"	"EMISICD10|F1900"	"1973231000006104"	"1973231000006115"	""	""	"Drug misuse"
"1973241000006113"	"mental & behav dis due to use alcohol: acute intoxication, with delirium"	"EMISICD10|F1003"	"1973241000006109"	"1973241000006113"	""	""	"Alcohol misuse"
"1973251000006110"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with trauma or other bodily injury"	"EMISICD10|F1901"	"1973251000006106"	"1973251000006110"	""	""	"Drug misuse"
"1973261000006112"	"mental and behav dis due to use cocaine: dependence syndr, currently using the substance [active dependence]"	"EMISICD10|F1424"	"1973261000006108"	"1973261000006112"	""	""	"Drug misuse"
"1973281000006119"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with other medical complications"	"EMISICD10|F1902"	"1973281000006103"	"1973281000006119"	""	""	"Drug misuse"
"1973291000006116"	"mental and behav dis due to use cocaine: dependence syndr, continuous use"	"EMISICD10|F1425"	"1973291000006100"	"1973291000006116"	""	""	"Drug misuse"
"1973301000006115"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with delirium"	"EMISICD10|F1903"	"1973301000006104"	"1973301000006115"	""	""	"Drug misuse"
"1973311000006117"	"mental and behav dis due to use cocaine: dependence syndr, episodic use [dipsomania]"	"EMISICD10|F1426"	"1973311000006101"	"1973311000006117"	""	""	"Drug misuse"
"1973321000006113"	"mental & behav dis due to use alcohol: acute intoxication, with perceptual distortions"	"EMISICD10|F1004"	"1973321000006109"	"1973321000006113"	""	""	"Alcohol misuse"
"1973331000006111"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with perceptual distortions"	"EMISICD10|F1904"	"1973331000006107"	"1973331000006111"	""	""	"Drug misuse"
"1973351000006116"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with coma"	"EMISICD10|F1905"	"1973351000006100"	"1973351000006116"	""	""	"Drug misuse"
"1973361000006119"	"mental and behav dis due to use cocaine: withdrawal state, uncomplicated"	"EMISICD10|F1430"	"1973361000006103"	"1973361000006119"	""	""	"Drug misuse"
"1973371000006114"	"mental/behav dis multi drg use/oth psychoac subs: acute intox, with convulsions"	"EMISICD10|F1906"	"1973371000006105"	"1973371000006114"	""	""	"Drug misuse"
"1973411000006110"	"mental & behav dis due to use alcohol: acute intoxication, with coma"	"EMISICD10|F1005"	"1973411000006106"	"1973411000006110"	""	""	"Alcohol misuse"
"1973421000006119"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently abstinent, but in a protected environment"	"EMISICD10|F1921"	"1973421000006103"	"1973421000006119"	""	""	"Drug misuse"
"1973431000006116"	"mental and behav dis due to use cocaine: withdrawal state, with convulsions"	"EMISICD10|F1431"	"1973431000006100"	"1973431000006116"	""	""	"Drug misuse"
"1973441000006114"	"mental & behav dis due to use alcohol: acute intoxication, with convulsions"	"EMISICD10|F1006"	"1973441000006105"	"1973441000006114"	""	""	"Alcohol misuse"
"1973451000006111"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1922"	"1973451000006107"	"1973451000006111"	""	""	"Drug misuse"
"1973471000006118"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1923"	"1973471000006102"	"1973471000006118"	""	""	"Drug misuse"
"1973481000006115"	"mental & behav dis due to use alcohol: acute intoxication, pathological intoxication"	"EMISICD10|F1007"	"1973481000006104"	"1973481000006115"	""	""	"Alcohol misuse"
"1973491000006117"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, currently using the substance [active dependence]"	"EMISICD10|F1924"	"1973491000006101"	"1973491000006117"	""	""	"Drug misuse"
"1973511000006111"	"mental & behav dis due to use cocaine: withdrawl state wth delirium, without convulsions"	"EMISICD10|F1440"	"1973511000006107"	"1973511000006111"	""	""	"Drug misuse"
"1973521000006115"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, continuous use"	"EMISICD10|F1925"	"1973521000006104"	"1973521000006115"	""	""	"Drug misuse"
"1973541000006110"	"mental and behav dis mlti drg use/oth psych sbs: dependence syndr, episodic use [dipsomania]"	"EMISICD10|F1926"	"1973541000006106"	"1973541000006110"	""	""	"Drug misuse"
"1973561000006114"	"mental & behav dis due to use cocaine: withdrawl state wth delirium, with convulsions"	"EMISICD10|F1441"	"1973561000006105"	"1973561000006114"	""	""	"Drug misuse"
"1973571000006119"	"mental and behav dis mlti drg use/oth psychoa sbs: withdrwl state, uncomplicated"	"EMISICD10|F1930"	"1973571000006103"	"1973571000006119"	""	""	"Drug misuse"
"1973581000006116"	"mental & behav dis due to use cocaine: psychotic disorder, schizophrenia-like"	"EMISICD10|F1450"	"1973581000006100"	"1973581000006116"	""	""	"Drug misuse"
"1973591000006118"	"mental and behav dis mlti drg use/oth psychoa sbs: withdrwl state, with convulsions"	"EMISICD10|F1931"	"1973591000006102"	"1973591000006118"	""	""	"Drug misuse"
"1973611000006112"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly delusional"	"EMISICD10|F1451"	"1973611000006108"	"1973611000006112"	""	""	"Drug misuse"
"1973621000006116"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, flashbacks"	"EMISICD10|F1670"	"1973621000006100"	"1973621000006116"	""	""	"Drug misuse"
"1973631000006118"	"mental and behav dis mlti drg use/oth psychoa sbs: wthdrwl state wth delirium, without convulsions"	"EMISICD10|F1940"	"1973631000006102"	"1973631000006118"	""	""	"Drug misuse"
"1973641000006111"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, personality or behaviour disorder"	"EMISICD10|F1671"	"1973641000006107"	"1973641000006111"	""	""	"Drug misuse"
"1973651000006113"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly hallucinatory"	"EMISICD10|F1452"	"1973651000006109"	"1973651000006113"	""	""	"Drug misuse"
"1973671000006115"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, residual affective disorder"	"EMISICD10|F1672"	"1973671000006104"	"1973671000006115"	""	""	"Drug misuse"
"1973691000006119"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly polymorphic"	"EMISICD10|F1453"	"1973691000006103"	"1973691000006119"	""	""	"Drug misuse"
"1973701000006119"	"mental and behav dis due to use alcohol: dependence syndr, currently abstinent"	"EMISICD10|F1020"	"1973701000006103"	"1973701000006119"	""	""	"Alcohol misuse"
"1973711000006116"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, dementia"	"EMISICD10|F1673"	"1973711000006100"	"1973711000006116"	""	""	"Drug misuse"
"1973731000006110"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly depressive symptoms"	"EMISICD10|F1454"	"1973731000006106"	"1973731000006110"	""	""	"Drug misuse"
"1973741000006117"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, other persisting cognitive impairment"	"EMISICD10|F1674"	"1973741000006101"	"1973741000006117"	""	""	"Drug misuse"
"1973751000006115"	"mental & behav dis due to use cocaine: psychotic disorder, predominantly manic symptoms"	"EMISICD10|F1455"	"1973751000006104"	"1973751000006115"	""	""	"Drug misuse"
"1973771000006113"	"mental and behav dis mlti drg use/oth psychoa sbs: wthdrwl state wth delirium, with convulsions"	"EMISICD10|F1941"	"1973771000006109"	"1973771000006113"	""	""	"Drug misuse"
"1973781000006111"	"mental and behav dis due to hallucinogens: resid & late-onset psychot dis, late-onset psychotic disorder"	"EMISICD10|F1675"	"1973781000006107"	"1973781000006111"	""	""	"Drug misuse"
"1973791000006114"	"mental & behav dis due to use cocaine: psychotic disorder, mixed"	"EMISICD10|F1456"	"1973791000006105"	"1973791000006114"	""	""	"Drug misuse"
"1973811000006113"	"mental and behav dis due to use alcohol: dependence syndr, currently abstinent, but in a protected environment"	"EMISICD10|F1021"	"1973811000006109"	"1973811000006113"	""	""	"Alcohol misuse"
"1973831000006119"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, schizophrenia-like"	"EMISICD10|F1950"	"1973831000006103"	"1973831000006119"	""	""	"Drug misuse"
"1973861000006111"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, predominantly delusional"	"EMISICD10|F1951"	"1973861000006107"	"1973861000006111"	""	""	"Drug misuse"
"1973871000006116"	"mental and behav dis due to use alcohol: dependence syndr, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1022"	"1973871000006100"	"1973871000006116"	""	""	"Alcohol misuse"
"1973881000006118"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, flashbacks"	"EMISICD10|F1470"	"1973881000006102"	"1973881000006118"	""	""	"Drug misuse"
"1973891000006115"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, predominantly hallucinatory"	"EMISICD10|F1952"	"1973891000006104"	"1973891000006115"	""	""	"Drug misuse"
"1973901000006116"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, personality or behaviour disorder"	"EMISICD10|F1471"	"1973901000006100"	"1973901000006116"	""	""	"Drug misuse"
"1973911000006118"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, residual affective disorder"	"EMISICD10|F1472"	"1973911000006102"	"1973911000006118"	""	""	"Drug misuse"
"1973931000006112"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, predominantly polymorphic"	"EMISICD10|F1953"	"1973931000006108"	"1973931000006112"	""	""	"Drug misuse"
"1973941000006119"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, dementia"	"EMISICD10|F1473"	"1973941000006103"	"1973941000006119"	""	""	"Drug misuse"
"1973961000006115"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, predominantly depressive symptoms"	"EMISICD10|F1954"	"1973961000006104"	"1973961000006115"	""	""	"Drug misuse"
"1973971000006110"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, other persisting cognitive impairment"	"EMISICD10|F1474"	"1973971000006106"	"1973971000006110"	""	""	"Drug misuse"
"1973991000006111"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, predominantly manic symptoms"	"EMISICD10|F1955"	"1973991000006107"	"1973991000006111"	""	""	"Drug misuse"
"1974001000006119"	"mental & behav dis due to use cocaine: resid & late-onset psychot dis, late-onset psychotic disorder"	"EMISICD10|F1475"	"1974001000006103"	"1974001000006119"	""	""	"Drug misuse"
"1974011000006116"	"ment/behav dis mlti drug use/oth psyc sbs: psychotc dis, mixed"	"EMISICD10|F1956"	"1974011000006100"	"1974011000006116"	""	""	"Drug misuse"
"1974021000006112"	"mental and behav dis due to use alcohol: dependence syndr, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1023"	"1974021000006108"	"1974021000006112"	""	""	"Alcohol misuse"
"1974051000006115"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, uncomplicated"	"EMISICD10|F1500"	"1974051000006104"	"1974051000006115"	""	""	"Drug misuse"
"1974071000006113"	"mental and behav dis due to use alcohol: dependence syndr, currently using the substance [active dependence]"	"EMISICD10|F1024"	"1974071000006109"	"1974071000006113"	""	""	"Alcohol misuse"
"1974081000006111"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1501"	"1974081000006107"	"1974081000006111"	""	""	"Drug misuse"
"1974101000006115"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, with other medical complications"	"EMISICD10|F1502"	"1974101000006104"	"1974101000006115"	""	""	"Drug misuse"
"1974111000006117"	"mental and behav dis due to use alcohol: dependence syndr, continuous use"	"EMISICD10|F1025"	"1974111000006101"	"1974111000006117"	""	""	"Alcohol misuse"
"1974121000006113"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, with delirium"	"EMISICD10|F1503"	"1974121000006109"	"1974121000006113"	""	""	"Drug misuse"
"1974141000006118"	"mental and behav dis due to use alcohol: dependence syndr, episodic use [dipsomania]"	"EMISICD10|F1026"	"1974141000006102"	"1974141000006118"	""	""	"Alcohol misuse"
"1974151000006116"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, with perceptual distortions"	"EMISICD10|F1504"	"1974151000006100"	"1974151000006116"	""	""	"Drug misuse"
"1974181000006112"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, with coma"	"EMISICD10|F1505"	"1974181000006108"	"1974181000006112"	""	""	"Drug misuse"
"1974191000006110"	"mental and behav dis due to use alcohol: withdrawal state, uncomplicated"	"EMISICD10|F1030"	"1974191000006106"	"1974191000006110"	""	""	"Alcohol misuse"
"1974201000006113"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, flashbacks"	"EMISICD10|F1970"	"1974201000006109"	"1974201000006113"	""	""	"Drug misuse"
"1974221000006115"	"mental and behav dis due to other stimulants inc caffeine: acute intoxication, with convulsions"	"EMISICD10|F1506"	"1974221000006104"	"1974221000006115"	""	""	"Drug misuse"
"1974231000006117"	"mental and behav dis due to use alcohol: withdrawal state, with convulsions"	"EMISICD10|F1031"	"1974231000006101"	"1974231000006117"	""	""	"Alcohol misuse"
"1974241000006110"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, personality or behaviour disorder"	"EMISICD10|F1971"	"1974241000006106"	"1974241000006110"	""	""	"Drug misuse"
"1974261000006114"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, residual affective disorder"	"EMISICD10|F1972"	"1974261000006105"	"1974261000006114"	""	""	"Drug misuse"
"1974271000006119"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, dementia"	"EMISICD10|F1973"	"1974271000006103"	"1974271000006119"	""	""	"Drug misuse"
"1974291000006118"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, other persisting cognitive impairment"	"EMISICD10|F1974"	"1974291000006102"	"1974291000006118"	""	""	"Drug misuse"
"1974301000006117"	"mental & behav dis due to use alcohol: withdrawl state with delirium, without convulsions"	"EMISICD10|F1040"	"1974301000006101"	"1974301000006117"	""	""	"Alcohol misuse"
"1974321000006110"	"mental and behav dis mlti drg use/oth psych subs: resid/late psychot dis, late-onset psychotic disorder"	"EMISICD10|F1975"	"1974321000006106"	"1974321000006110"	""	""	"Drug misuse"
"1974331000006113"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, currently abstinent"	"EMISICD10|F1520"	"1974331000006109"	"1974331000006113"	""	""	"Drug misuse"
"1974361000006116"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, currently abstinent, but in a protected environment"	"EMISICD10|F1521"	"1974361000006100"	"1974361000006116"	""	""	"Drug misuse"
"1974381000006114"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1522"	"1974381000006105"	"1974381000006114"	""	""	"Drug misuse"
"1974411000006112"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1523"	"1974411000006108"	"1974411000006112"	""	""	"Drug misuse"
"1974441000006111"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, currently using the substance [active dependence]"	"EMISICD10|F1524"	"1974441000006107"	"1974441000006111"	""	""	"Drug misuse"
"1974471000006115"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, continuous use"	"EMISICD10|F1525"	"1974471000006104"	"1974471000006115"	""	""	"Drug misuse"
"1974491000006119"	"mental and behav dis due to other stimulants inc caffeine: dependnce synd, episodic use [dipsomania]"	"EMISICD10|F1526"	"1974491000006103"	"1974491000006119"	""	""	"Drug misuse"
"1974521000006117"	"mental & behav dis due to use alcohol: withdrawl state with delirium, with convulsions"	"EMISICD10|F1041"	"1974521000006101"	"1974521000006117"	""	""	"Alcohol misuse"
"1974551000006114"	"mental and behav dis due to other stimulants inc caffeine: withdrwl state, uncomplicated"	"EMISICD10|F1530"	"1974551000006105"	"1974551000006114"	""	""	"Drug misuse"
"1974561000006111"	"mental and behav dis due to other stimulants inc caffeine: withdrwl state, with convulsions"	"EMISICD10|F1531"	"1974561000006107"	"1974561000006111"	""	""	"Drug misuse"
"1974591000006115"	"mental and behav dis due to other stimulants inc caffeine: withdr state with delirium, without convulsions"	"EMISICD10|F1540"	"1974591000006104"	"1974591000006115"	""	""	"Drug misuse"
"1975011000006115"	"mental & behav dis due vol solvents: acute intoxication, uncomplicated"	"EMISICD10|F1800"	"1975011000006104"	"1975011000006115"	""	""	"Drug misuse"
"1975031000006114"	"mental & behav dis due vol solvents: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1801"	"1975031000006105"	"1975031000006114"	""	""	"Drug misuse"
"1975061000006117"	"mental & behav dis due vol solvents: acute intoxication, with other medical complications"	"EMISICD10|F1802"	"1975061000006101"	"1975061000006117"	""	""	"Drug misuse"
"1975101000006119"	"mental & behav dis due vol solvents: acute intoxication, with delirium"	"EMISICD10|F1803"	"1975101000006103"	"1975101000006119"	""	""	"Drug misuse"
"1975111000006116"	"mental & behav dis due vol solvents: acute intoxication, with perceptual distortions"	"EMISICD10|F1804"	"1975111000006100"	"1975111000006116"	""	""	"Drug misuse"
"1975121000006112"	"mental & behav dis due vol solvents: acute intoxication, with coma"	"EMISICD10|F1805"	"1975121000006108"	"1975121000006112"	""	""	"Drug misuse"
"1975141000006117"	"mental & behav dis due to use alcohol: psychotic disorder, schizophrenia-like"	"EMISICD10|F1050"	"1975141000006101"	"1975141000006117"	""	""	"Alcohol misuse"
"1975151000006115"	"mental & behav dis due vol solvents: acute intoxication, with convulsions"	"EMISICD10|F1806"	"1975151000006104"	"1975151000006115"	""	""	"Drug misuse"
"1975181000006111"	"mental & behav dis due to use alcohol: psychotic disorder, predominantly delusional"	"EMISICD10|F1051"	"1975181000006107"	"1975181000006111"	""	""	"Alcohol misuse"
"1975291000006117"	"mental & behav dis due to use alcohol: psychotic disorder, predominantly hallucinatory"	"EMISICD10|F1052"	"1975291000006101"	"1975291000006117"	""	""	"Alcohol misuse"
"1975311000006118"	"mental and behav dis due to vol solvents: dependence synd, currently abstinent"	"EMISICD10|F1820"	"1975311000006102"	"1975311000006118"	""	""	"Drug misuse"
"1975331000006112"	"mental and behav dis due to vol solvents: dependence synd, currently abstinent, but in a protected environment"	"EMISICD10|F1821"	"1975331000006108"	"1975331000006112"	""	""	"Drug misuse"
"1975341000006119"	"mental & behav dis due to use alcohol: psychotic disorder, predominantly polymorphic"	"EMISICD10|F1053"	"1975341000006103"	"1975341000006119"	""	""	"Alcohol misuse"
"1975361000006115"	"mental and behav dis due to vol solvents: dependence synd, currently on a clinically supervised maintenance or replacement regime [controlled dependence]"	"EMISICD10|F1822"	"1975361000006104"	"1975361000006115"	""	""	"Drug misuse"
"1975371000006110"	"mental & behav dis due to use alcohol: psychotic disorder, predominantly depressive symptoms"	"EMISICD10|F1054"	"1975371000006106"	"1975371000006110"	""	""	"Alcohol misuse"
"1975391000006111"	"mental and behav dis due to vol solvents: dependence synd, currently abstinent, but receiving treatment with aversive or blocking drugs"	"EMISICD10|F1823"	"1975391000006107"	"1975391000006111"	""	""	"Drug misuse"
"1975411000006111"	"mental & behav dis due to use alcohol: psychotic disorder, predominantly manic symptoms"	"EMISICD10|F1055"	"1975411000006107"	"1975411000006111"	""	""	"Alcohol misuse"
"1975421000006115"	"mental and behav dis due to vol solvents: dependence synd, currently using the substance [active dependence]"	"EMISICD10|F1824"	"1975421000006104"	"1975421000006115"	""	""	"Drug misuse"
"1975451000006112"	"mental and behav dis due to vol solvents: dependence synd, continuous use"	"EMISICD10|F1825"	"1975451000006108"	"1975451000006112"	""	""	"Drug misuse"
"1975461000006114"	"mental & behav dis due to use alcohol: psychotic disorder, mixed"	"EMISICD10|F1056"	"1975461000006105"	"1975461000006114"	""	""	"Alcohol misuse"
"1975511000006112"	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, flashbacks"	"EMISICD10|F1070"	"1975511000006108"	"1975511000006112"	""	""	"Alcohol misuse"
"1975531000006118"	"mental and behav dis due to other stimulants inc caffeine: withdr state with delirium, with convulsions"	"EMISICD10|F1541"	"1975531000006102"	"1975531000006118"	""	""	"Drug misuse"
"1975541000006111"	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, personality or behaviour disorder"	"EMISICD10|F1071"	"1975541000006107"	"1975541000006111"	""	""	"Alcohol misuse"
"1975561000006110"	"mental and behav dis due to other stimulants inc caffeine: psychotic dis, schizophrenia-like"	"EMISICD10|F1550"	"1975561000006106"	"1975561000006110"	""	""	"Drug misuse"
"1975581000006117"	"mental and behav dis due to other stimulants inc caffeine: psychotic dis, predominantly delusional"	"EMISICD10|F1551"	"1975581000006101"	"1975581000006117"	""	""	"Drug misuse"
"1975591000006119"	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, dementia"	"EMISICD10|F1073"	"1975591000006103"	"1975591000006119"	""	""	"Alcohol misuse"
"1975611000006113"	"mental and behav dis due to other stimulants inc caffeine: psychotic dis, predominantly hallucinatory"	"EMISICD10|F1552"	"1975611000006109"	"1975611000006113"	""	""	"Drug misuse"
"1975631000006119"	"mental and behav dis due to other stimulants inc caffeine: psychotic dis, predominantly polymorphic"	"EMISICD10|F1553"	"1975631000006103"	"1975631000006119"	""	""	"Drug misuse"
"1975651000006114"	"mental and behav dis due to other stimulants inc caffeine: psychotic dis, predominantly depressive symptoms"	"EMISICD10|F1554"	"1975651000006105"	"1975651000006114"	""	""	"Drug misuse"
"1975661000006111"	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, residual affective disorder"	"EMISICD10|F1072"	"1975661000006107"	"1975661000006111"	""	""	"Alcohol misuse"
"1975701000006115"	"mental and behav dis due to other stimulants inc caffeine: psychotic dis, predominantly manic symptoms"	"EMISICD10|F1555"	"1975701000006104"	"1975701000006115"	""	""	"Drug misuse"
"1975721000006113"	"mental and behav dis due to other stimulants inc caffeine psychotic dis, mixed"	"EMISICD10|F1556"	"1975721000006109"	"1975721000006113"	""	""	"Drug misuse"
"1975961000006116"	"mental and behav dis due to other stimulants inc caffeine: resid/late-onset psycht dis, flashbacks"	"EMISICD10|F1570"	"1975961000006100"	"1975961000006116"	""	""	"Drug misuse"
"1976011000006111"	"mental and behav dis due to other stimulants inc caffeine: resid/late-onset psycht dis, personality or behaviour disorder"	"EMISICD10|F1571"	"1976011000006107"	"1976011000006111"	""	""	"Drug misuse"
"1976041000006110"	"mental and behav dis due to other stimulants inc caffeine: resid/late-onset psycht dis, residual affective disorder"	"EMISICD10|F1572"	"1976041000006106"	"1976041000006110"	""	""	"Drug misuse"
"1976071000006119"	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, other persisting cognitive impairment"	"EMISICD10|F1074"	"1976071000006103"	"1976071000006119"	""	""	"Alcohol misuse"
"1976091000006118"	"mental and behav dis due to other stimulants inc caffeine: resid/late-onset psycht dis, dementia"	"EMISICD10|F1573"	"1976091000006102"	"1976091000006118"	""	""	"Drug misuse"
"1976111000006110"	"mental & behav dis due to use alcohol: resid & late-onset psychot dis, late-onset psychotic disorder"	"EMISICD10|F1075"	"1976111000006106"	"1976111000006110"	""	""	"Alcohol misuse"
"1976161000006113"	"mental and behav dis due to other stimulants inc caffeine: resid/late-onset psycht dis, other persisting cognitive impairment"	"EMISICD10|F1574"	"1976161000006109"	"1976161000006113"	""	""	"Drug misuse"
"1976191000006117"	"mental and behav dis due to other stimulants inc caffeine: resid/late-onset psycht dis, late-onset psychotic disorder"	"EMISICD10|F1575"	"1976191000006101"	"1976191000006117"	""	""	"Drug misuse"
"1976201000006119"	"mental & behav dis due hallucinogens: acute intoxicatn, uncomplicated"	"EMISICD10|F1600"	"1976201000006103"	"1976201000006119"	""	""	"Drug misuse"
"1976221000006112"	"mental & behav dis due hallucinogens: acute intoxicatn, with trauma or other bodily injury"	"EMISICD10|F1601"	"1976221000006108"	"1976221000006112"	""	""	"Drug misuse"
"1976281000006111"	"mental & behav dis due to use opioids: acute intoxication, uncomplicated"	"EMISICD10|F1100"	"1976281000006107"	"1976281000006111"	""	""	"Drug misuse"
"1976291000006114"	"mental & behav dis due hallucinogens: acute intoxicatn, with other medical complications"	"EMISICD10|F1602"	"1976291000006105"	"1976291000006114"	""	""	"Drug misuse"
"1976301000006110"	"mental & behav dis due to use opioids: acute intoxication, with trauma or other bodily injury"	"EMISICD10|F1101"	"1976301000006106"	"1976301000006110"	""	""	"Drug misuse"
